397	Lauwersm	1969	23	50000	25000	X	0	0	6.25	53.25
398	Oostersc	1986	50	2780000	350000	C	0	0	4.25	51.25
399	Benmore	1965	118	2200000	78900	H	540	1774	170.25	-44.75
400	Hawea	1959	32	2180000	150000	H	0	0	169.25	-44.75
401	Moawhang	1975	68	975000	5400	H	0	0	175.75	-39.75
402	Pukaki	1976	61	6300000	174000	H	0	0	170.25	-44.25
403	Jebba	1984	40	1000000	360000	HN	560	1500	4.75	9.25
404	Kainji	1968	66	15000000	1250	H	0	0	4.75	10.25
405	Shiroro	1984	125	7000000	312000	H	0	0	6.25	9.75
406	Tiga	1974	48	1968000	178000	IS	0	0	8.15	11.15
407	Forrevat	1986	90	2786000	84478	H	1240	2913	7.25	59.75
408	Langavat	1981	57	142300	790	H	0	0	8.25	61.75
409	Oddatjor	1986	140	3105000	80000	H	1240	2913	5.75	59.25
410	Vatnedal	1984	120	1150000	14421	H	330	1417	8.25	63.25
411	Hub	1979	49	1139800	82397	SI 	0	0	67.25	25.25
412	Mangla	1967	138	7250000	263460	IH	0	0	73.75	33.25
413	Tarbela	1976	143	13687000	240	IH	0	0	72.75	34.25
414	Bayano	1975	72	4000000	0	H	150	0	-79.75	8.75
415	Madden	1938	76	624000	0	NH	90	0	-79.75	9.25
416	Acaray	1972	41	4290000	432000	H	256	0	-54.75	-25.75
417	Itaipu	1982	190	29000000	1350000	X	0	0	-54.25	-25.75
418	Yacyreta	1997	43	21000000	0	X	0	0	-56.75	-27.25
419	Gallito	1987	112	573000	15000	IH	0	0	-79.25	-7.25
420	Poechos	1975	48	885000	0	I	0	0	-80.75	-4.75
421	Angat	1968	131	850000	23000	HS	0	0	120.75	14.75
422	AltoRaba	1964	94	569000	22000	H	68	97	-8.25	41.75
423	Cabril	1954	136	719000	20230	H	97	301	-8.25	39.75
424	CasteloB	1951	115	1100000	32910	HS	139	390	8.75	39.75
425	PortileF	1984	35	600000	52000	HN	216	1238	22.75	44.25
426	Stanca	1979	43	1290000	77000	CSIHF	30	65	26.75	47.75
427	Vidraru	1965	166	470000	10000	X	0	0	24.75	45.25
428	Manantal	1988	66	11270000	477000	X	0	0	-11.25	14.25
429	Bloemhof	1970	33	1269400	222700	ISC	0	0	25.75	-27.75
430	Drakensb	1982	51	40000	0	X	0	0	29.25	-29.75
431	Gariep	1971	88	5673778	359650	ISH	360	288	25.75	-30.75
432	Vanderkl	1977	108	3236300	133400	IH	240	439	24.75	-29.75
433	Pongolap	1973	89	2445258	132780	I	0	0	32.25	-27.25
434	Sterkfon	1980	93	2616950	67260	S	0	0	29.25	-28.25
435	Vaaldam	1938	63	2536000	291930	IS	0	0	28.25	-26.75
436	Alange	1992	67	851660	51442	ISH	9	0	-6.25	38.75
437	Alarcon	1955	67	1112000	68400	IH	0	0	-2.25	39.75
438	Canales	1988	158	70000	1560	X	0	0	-4.25	37.25
439	Cijara	1956	80	1505000	65650	IH	102	0	-5.25	39.25
440	Alcantar	1969	130	3162000	104000	H	930	1850	-6.75	39.75
441	Mequinen	1964	81	1533780	77200	H	324	593	0.25	41.25
442	Negratin	1984	75	546240	21700	I	0	0	-2.75	37.75
443	Riano	1988	101	651000	22300	IH	85	0	-4.75	42.75
444	Valdecan	1964	98	1446000	73000	IH	255	750	-5.75	39.75
445	Rebnisja	1974	19	740000	70	H	62	140	18.25	66.25
446	Sadvajau	1985	31	605000	44	H	33	118	16.25	66.25
447	Vietas	1966	30	1260000	86	H	0	0	18.75	67.75
448	Seitevar	1967	106	1675000	82	H	220	760	19.75	66.75
449	Skogaby	1922	16	1900000	3500	H	0	0	13.75	56.75
450	Suorva	1972	30	5900000	271	H	325	1010	18.25	67.75
451	Torron	1936	18	1178000	106	H	0	0	14.75	63.25
452	Emosson	1974	180	230000	3300	X	0	0	6.75	46.25
453	Goschene	1960	155	80000	1330	X	0	0	8.75	46.75
454	Mauvoisi	1957	237	180000	2060	X	0	0	7.25	46.25
455	Zervreil	1957	151	100000	1610	X	0	0	9.25	46.75
456	Tehchi	1974	180	250000	4450	X	0	0	120.75	24.25
457	Zengwen	1973	137	9924000	17140	IHS	50	224	120.25	23.25
458	Nyumba	1966	42	1135000	0	HI	0	0	38.75	-5.25
459	Bang_Lan	1981	85	1404000	50900	IHC	72	0	101.25	6.75
460	Bhumibol	1964	154	13462000	300000	IHCS	720	0	98.75	16.25
461	Rajjapra	1987	94	5640000	165000	IHCS	240	0	99.25	9.25
462	KhaoLaem	1985	92	8860000	388000	IHCS	306	0	98.75	14.25
463	Lam_Pao	1969	33	1430000	240000	IS	0	0	102.75	17.25
464	Sirikit	1974	114	9510000	260000	IHCS	500	0	100.25	17.75
465	Sirindho	1971	42	1966000	288330	HI	36	0	104.75	15.25
466	Srinagar	1978	140	17745000	419000	IHCS	720	0	99.25	14.25
467	Ubol_Rat	1966	35	2263000	410000	IHCSF	25	0	102.75	16.75
468	SidiSale	1981	70	555000	45000	SCIH	0	0	9.25	36.75
469	Adiguzel	1989	145	1188000	25900	IHC	62	280	29.25	37.75
470	Altinkay	1988	195	5760000	118310	H	700	1632	35.25	41.25
471	Arpacay	1983	59	525000	41800	I	0	0	43.25	40.75
472	Ataturk	1992	169	48700000	817000	IH	2400	8900	38.25	37.25
473	HasanUgu	1981	179	1073750	22660	H	500	1217	36.25	40.75
474	Batman	1998	85	1250000	49250	IHC	198	483	41.25	37.75
475	Camlidere	1985	106	1226000	32200	S	0	0	39.25	37.25
476	Catalan	1997	82	2126330	81860	HC	169	596	35.25	37.25
477	Demirkop	1960	77	814400	47700	ICH	69	193	28.25	38.75
478	Dicle	1997	87	595000	24500	IH	110	298	40.25	38.25
479	Gokcekay	1972	158	910000	20000	HI	248	562	30.25	39.75
480	Hirfanli	1959	83	5980000	263000	H	128	400	33.75	39.25
481	Karacaor	1989	93	1234000	45500	IHC	32	142	30.25	37.75
482	Keban	1975	210	30600000	687000	H	1330	6000	38.75	38.75
483	Kilickay	1989	134	1400000	64400	I	124	332	36.75	41.25
484	Kralkizi	1997	126	1919000	57500	H	90	146	40.25	37.75
485	Oymapina	1984	185	300000	4700	X	0	0	36.25	36.25
486	OwenFall	1954	30	204000	43500	HI	150	0	33.25	0.75
487	Albeni_f	1955	55	1424672	382834	HC	43	0	-116.75	48.25
488	BathCoun	1985	42	30000	2220	X	0	0	-79.75	38.25
489	Beaver	1963	70	2407757	114203	CHSRF	0	0	-93.75	36.25
490	BlakelyM	1953	73	4638756	162279	HCR	0	0	-93.25	34.75
491	Blenheim	1973	30	10000	0	X	0	0	-74.25	42.25
492	BlueMesa	1966	119	1160337	37150	HIRC	86	0	-107.25	38.25
493	Bonnevil	1937	60	662380	83366	HNR	1070	0	-121.75	45.75
494	BrokenBo	1968	69	1972276	82961	CRHSX	7	0	-94.75	34.25
495	Buchanna	1937	45	1211279	93321	SXIH	0	0	-98.25	30.75
496	BuffaloB	1910	107	795028	39497	HISRF	18	0	-109.25	44.25
497	Buford	1958	70	3150313	190939	CHR	0	0	-84.25	34.25
498	BullShoa	1951	86	6670671	1838898	CHSRF	23	0	-92.75	36.25
499	CanyonFe	1954	69	2529872	142369	HCISR	50	0	-111.75	46.75
500	CenterHi	1951	76	2580444	73734	CHR	0	0	-85.75	36.25
501	Chief_Jo	1955	70	731455	33994	HR	2512	0	-119.75	48.25
502	Choke_Ca	1982	43	1352218	106085	SR	0	0	-98.25	28.25
503	Clarence	1983	57	2296607	33994	CHSR	0	0	-91.25	39.25
504	JStromTh	1954	61	4711901	287328	HCR	38	0	-82.25	33.75
505	Conkling	1930	29	976918	104976	HCNSR	0	0	-73.75	43.25
506	Coolidge	1929	77	1323526	76080	IHR	0	0	-110.75	33.25
507	Cougar	1964	158	270000	5180	X	0	0	-112.25	44.25
508	Dale_Hol	1943	61	2104320	112098	HCR	54	0	-85.75	36.75
509	Davis	1953	61	2242840	114122	H	0	0	-114.75	35.25
510	Denison	1944	50	6406907	351713	CSHX	0	0	-97.25	33.75
511	Don_Pedr	1971	178	2837009	52609	HICFR	189	0	-120.25	37.75
512	Dworshak	1973	219	4391196	69161	CHRSF	400	0	-116.25	46.25
513	Elephant	1916	92	2932354	15378	CIHR	28	0	-107.25	33.25
514	Eufaula	1964	35	4718562	578702	CSHRX	0	0	-95.75	35.25
515	FlamingG	1964	153	4937752	177334	SHRC	152	0	-109.25	40.75
516	FortPeck	1957	78	23559506	376359	CHINR	185	0	-106.75	47.75
517	FortRand	1954	52	7770937	479149	CHINR	0	0	-98.75	43.25
518	Garrison	1953	64	30220309	538234	CHINR	515	0	-101.25	47.25
519	Glen_Can	1964	216	35550185	686754	HIRX	900	0	-111.75	36.75
520	Grand_Co	1942	168	11794555	333057	IC	0	0	-119.25	48.25
521	Greers_F	1962	75	3508023	127315	CHSRF	0	0	-92.25	35.75
522	HarrySTr	1978	30	6416573	225006	HCRS	160	0	-93.25	38.25
523	Hartwell	1962	62	4241575	226422	HCR	344	0	-82.75	34.75
524	Hoover	1936	223	37296795	663687	SHI	1434	0	-114.25	36.25
525	Hungry_H	1953	172	4425733	97530	IHC	428	0	-114.75	47.75
526	Falcon	1953	53	3918772	467009	CIH	0	0	-99.25	26.75
527	Iroquois	1958	20	29960000	0	X	0	0	-75.75	44.75
528	John_Day	1968	70	3120709	222578	HCRN	2160	0	-120.75	45.75
529	John_H.K	1953	44	4148817	197892	HRSFX	0	0	-77.75	36.25
530	Kerr	1939	59	2209166	505049	HR	168	0	-114.25	47.25
531	Kentucky	1944	63	2620000	0	X	0	0	-88.75	37.25
532	Kingsley	1941	49	2344356	0	HI	0	0	-101.75	41.25
533	Saluda	1930	71	1990840	194250	H	0	0	-81.25	34.25
534	Lewis_Sm	1961	91	2060778	85794	HCNR	158	0	-87.25	33.75
535	Libby	1973	129	7434196	188179	HCR	525	0	-115.25	48.75
536	Little_R	1969	46	1178698	74349	HSR	0	0	-78.75	33.75
537	Livingst	1969	30	2522471	334271	S	0	0	-94.75	30.75
538	Ludingto	1973	52	100000	30	X	0	0	-86.25	43.75
539	Marshall	1942	33	3833909	174359	CHISR	0	0	-97.75	30.25
540	McNary	1953	67	1100000	0	X	0	0	-119.25	45.75
541	McNaryLo	1954	67	1665201	157019	NHCRIF	980	0	-119.75	45.75
542	Monticel	1957	93	2346189	84984	ISCR	0	0	-121.25	38.75
543	Mossyroc	1968	185	2078417	47874	HCR	300	0	-122.25	46.75
544	Navajo	1963	123	2450435	76891	IRC	0	0	-107.75	36.75
545	New_Bull	1969	197	1245817	19546	HCISFR	362	0	-121.75	39.25
546	New_Melo	1979	191	3540093	54430	ICHRF	300	0	-120.75	37.75
547	Norfork	1944	76	2445995	89031	CHSRF	0	0	-92.25	35.25
548	North	1951	44	1572690	109265	CNIH	0	0	-118.75	47.75
549	Oahe	1966	75	29110175	1521623	CHINR	144	0	-100.75	44.75
550	Oroville	1968	235	4366526	63941	CISHR	762	0	-121.25	39.75
551	Osage	1931	45	3302031	223962	HCR	0	0	-92.75	38.25
552	Owyhee	1932	127	1480178	77902	IR	0	0	-116.75	43.75
553	Palisade	1957	82	1748843	65681	IHCRF	177	0	-111.25	43.25
554	Pathfind	1909	65	1253834	89088	IH	0	0	-106.75	42.25
555	Pensacol	1940	46	2072250	188179	HC	0	0	-87.25	30.75
556	Pine_Fla	1954	134	1233482	24160	CIRH	165	0	-119.25	36.75
557	QuabbinG	1938	61	2232602	102180	S	0	0	-72.25	42.25
558	R.L._Har	1983	46	525463	43144	HFR	135	0	-85.75	33.25
559	RichardB	1986	59	1835626	107861	HCR	600	0	-81.75	33.25
560	RobertLe	1969	43	999120	72844	SR	0	0	-100.75	31.75
561	Ross	1949	165	1791941	47259	H	360	0	-121.25	48.75
562	Sam_Rayb	1965	40	7815589	463367	SRCH	0	0	-94.25	31.25
563	San_Luis	1967	116	2545302	51679	IHR	0	0	-121.25	37.25
564	Sanford	1965	69	3002567	123292	SCRX	0	0	-101.75	35.75
565	Sardis	1940	36	3720182	43302	CR	0	0	-89.75	34.25
566	Seminoe	1939	90	1254795	82115	IHR	52	0	-122.25	40.75
567	Smith_Mo	1963	72	1408636	0	HR	0	0	-79.25	37.25
568	SoldierC	1973	83	1390887	70011	ISHRFC	0	0	-110.25	40.25
569	Stockton	1969	49	2064849	100767	CHR	0	0	-93.75	37.75
570	Swift	1958	126	931896	18697	HCR	204	0	-122.25	46.25
571	Table_Ro	1959	79	4270315	174420	CHSRF	30	0	-93.25	36.75
572	Tiber	1956	63	1757068	96336	ISCR	0	0	-109.75	48.75
573	Toledo_B	1966	34	6287674	734912	HSNR	0	0	-93.75	31.25
574	Trinity	1962	164	3405483	71719	IHCR	106	0	-122.75	40.75
575	Tuttle_C	1962	48	2783969	54026	CRN	0	0	-96.75	39.25
576	Twin_But	1963	41	1341449	132171	ICR	0	0	-100.25	31.25
577	WalterFG	1962	52	1152566	182842	NHRC	0	0	-85.25	31.75
578	Wanapum	1965	63	981852	59570	HC	1017	0	-119.75	46.75
579	WarmSpri	1982	97	470000	0	X	0	0	-122.75	38.75
580	West_Poi	1974	37	746257	104668	CHR	0	0	-85.25	32.75
581	Wolf_Cre	1951	79	7510672	203355	HCR	270	0	-85.25	36.75
582	Yellowta	1966	160	1760598	72674	ICHXRS	250	0	-107.75	45.25
583	Kompieng	1987	50	2000000	220000	X	0	0	0.75	11.25
584	Princond	1983	66	2850000	320000	X	0	0	-58.25	-33.25
585	RinconDe	1946	51	8800000	1070000	X	0	0	-56.25	-32.75
586	Andizhan	1980	115	1750000	57000	HI 	0	0	72.75	40.75
587	Boguchan	2002	87	58200000	2326000	HS	0	0	102.75	58.25
588	Bratsk	1964	125	169000000	5470000	HNS	4500	22500	101.75	56.25
589	Bukhtarm	1960	90	49800000	5490000	HN	0	0	83.25	49.75
590	Bureya	2003	139	20900000	740000	HC	0	0	129.75	49.75
591	Chardara	1965	27	6700000	900000	HN	0	0	68.25	41.25
592	Charvak	1977	168	2000000	40000	HI	0	0	69.75	41.75
593	Cheboksa	1986	42	12800000	2182000	HN	1404	2100	47.25	56.25
594	Chimkurg	1963	33	500000	49200	I	0	0	65.75	38.75
595	Chirkey	1978	233	2780000	42500	HIS	0	0	46.75	43.25
596	Dneiper	1932	62	3320000	410000	HNIS	0	0	35.25	48.25
597	Dnieprod	1964	35	2460000	567000	HN	0	0	34.75	48.75
598	Dniestr	1983	80	3000000	141000	HIC	0	0	27.75	48.25
599	Gorky	1955	32	8700000	1590000	HNS	0	0	43.25	56.75
600	Inguri	1980	272	1100000	13500000	HI	0	0	41.75	42.75
601	Iova	1960	27	2000000	294000	H	0	0	32.73	68.760002
602	Irganay	2003	110	705000	18000	H	0	0	47.75	42.75
603	Irikla	1958	49	3260000	260000	HIS	0	0	58.75	52.25
604	Irkutsk	1956	44	46000000	33000000	H	662	4000	104.25	52.25
605	Ivankovo	1937	28	1170000	327000	HNS	0	0	36.25	56.75
606	Kairakku	1957	32	4160000	513000	HI	0	0	69.75	40.25
607	Kakhovsk	1955	37	18180000	2155000	HNIS	0	0	33.25	46.75
608	Kama	1954	37	12200000	1920000	HNS	0	0	56.25	58.25
609	Kanev	1976	40	2480000	581900	HNS	0	0	31.25	50.25
610	Kapchaga	1970	52	28100000	1850000	HNIS	0	0	77.25	43.75
611	Kattakur	1968	31	900000	79500	I	0	0	66.25	39.75
612	Khudoni	2004	200	370000	5220	X	0	0	43.75	42.25
613	Kiev	1964	38	3730000	922000	HN	0	0	30.75	50.75
614	Knizhaya	1955	19	3430000	610000	H	0	0	31.75	68.75
615	Krasnoda	1975	23	3048000	400000	I	0	0	39.25	45.25
616	Krasnoya	1967	124	73300000	2000000	HN	6000	19600	92.25	55.75
617	Kremench	1960	33	13520000	2252000	HNIS	0	0	33.25	49.25
618	Kuibyshe	1955	45	58000000	6150000	HNIS	2300	9500	49.75	53.25
619	Kumskaya	1963	20	10800000	1910000	H	0	0	31.75	66.75
620	Kureiska	1989	81	9900000	500000	H	0	0	88.25	69.25
621	Mingecha	1953	80	16000000	605000	HNIC	0	0	47.25	40.25
622	Novosibr	1957	27	8800000	1070000	HNS	0	0	82.75	54.75
623	Onda	1956	36	10900000	2070000	HN	0	0	36.75	61.25
624	Pavlovsk	1959	53	1410000	117000	HNS	0	0	56.75	55.25
625	Plyavina	1965	58	510000	349000	H	0	0	26.25	56.75
626	Rogun	1990	335	13300000	170000	HI	0	0	69.25	38.25
627	Rybinsk	1941	30	25400000	4450000	HNS	360	900	38.75	58.25
628	Saratov	1967	40	12900000	1830000	HNIS	1359	5000	47.75	52.25
629	Verkhney	1976	125	560000	14200	IH	0	0	47.25	40.75
630	Sayano	1990	242	31300000	521000	NH	6400	22800	91.25	53.25
631	Serebria	1970	78	4170000	556000	H	0	0	35.25	69.25
632	Shulbins	1987	36	2390000	255000	HNI	0	0	76.75	52.25
633	Tashutku	1974	28	620000	77600	I	0	0	73.75	43.25
634	Toktogul	1978	215	19500000	284000	HI	0	0	72.75	41.75
635	Tsimlyan	1952	41	24000000	2700000	HNI	0	0	42.25	47.75
636	Uglich	1940	26	1240000	249000	NHS	110	200	38.25	57.75
637	UstIlim	1977	102	59300000	1890000	HN	3840	21200	102.75	57.75
638	UstKamen	1952	65	630000	37000	HNS	0	0	82.75	49.75
639	UstKhant	1970	65	23500000	17600	H	0	0	87.75	68.25
640	Verkhne	1952	32	17500000	9730000	HN	0	0	35.25	62.25
641	VerkhneT	1965	30	11520000	745000	H	0	0	31.25	68.75
642	Vilyui	1967	64	35900000	2170000	H	0	0	112.25	62.75
643	Volgogra	1958	44	31500000	3120000	HNIS	2541	10800	44.75	48.75
644	Volkhov	1926	18	3000000	1120000	HN	0	0	32.25	59.75
645	Votkinsk	1963	44	9400000	1120000	HN	1000	2400	54.25	56.75
646	Yuzhnosu	1967	30	800000	6500	I	0	0	67.75	37.75
647	Zeya	1978	115	68400000	2420000	HNC	0	0	127.25	53.75
648	Zhinvali	1985	102	520000	11500	HS	0	0	44.75	41.75
649	AguaViva	1994	35	156400	8900	ICR	0	0	-70.75	9.75
650	Guarico	1957	30	1840390	230748	IC	0	0	-67.25	8.75
651	Guri	1986	162	135000000	4250000	H	10000	52000	-63.75	8.25
652	Vueltosa	1994	135	5700000	118000	HIC	770	0	-71.25	7.25
653	Cuevas	1986	108	1400000	0	X	0	0	-72.25	7.75
654	Masparro	1988	61	856500	36909	ICHR 	0	0	-70.25	8.25
655	Tiznados	1983	39	882150	74280	IXSCR	0	0	-67.25	9.75
656	Tocomo	2002	58	1800000	0	X	0	0	-62.75	8.25
657	DjerpapI	1972	62	2550000	1070	HN	0	0	22.75	44.75
658	Spilje	1969	112	520000	13200	H	84	192	20.75	41.75
659	Kariba	1959	128	180600000	5100000	H	0	0	28.25	-16.75
660	Kyle	1960	67	1425000	91050	I	0	0	31.25	-20.25
